,endog_vars,exog_vars,ieps_sin_gas_neto_(mdp)_r,importaciones_neto_(mdp)_r,ing_trib_sin_gasol_neto_(mdp)_r,isr_neto_(mdp)_r,iva_neto_(mdp)_r,model,params,split_date
43,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 33931.49511593171, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 101245.69032229605}","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 6539.203858232315, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 14798.800356944157}","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -82480.12510502897, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -769247.7432245212}","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -188688.35521497577, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -545377.6019788634}","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): 101190.50771645154, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 214565.67553188547}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2016-07-01
44,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 22576.005691753875, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 104763.22159912498}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1264.0318199516696, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 40591.35214263917}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -370379.8810697668, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1160461.9077710963}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -201274.7088914304, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 650082.3722334772}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -55620.77595915494, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 515648.2443956195}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
45,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32329.286208828882, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 81401.99575099864}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 408.35852816725674, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1351.2327909866144}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -184576.42683518585, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -216110.5745513034}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -70760.46097510518, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 116678.28253188124}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -22870.75368670246, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 171481.9152653832}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
46,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32844.215006590486, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 72379.6280643479}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1058.8476478082302, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6717.492773733255}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -101913.7464586068, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -324455.9538857057}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 5459.767438623123, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 54354.60360984318}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -43419.372387968935, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -5011.673085681279}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
47,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 42909.719052627945, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 125233.22423626843}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 15557.949156345669, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 66929.94206767954}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 247928.0722073922, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -7882376.948428345}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 329695.827443809, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1434163.8117065139}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 186543.0903288651, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 828308.8800217574}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
48,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34323.743677719554, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 85640.65723251375}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -921.6006694515308, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5376.3423096612605}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -149764.5493093799, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -210429.239745548}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -166314.26913269586, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -42328.99113322981}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -38170.826380560524, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 31183.540890414617}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
49,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32990.81066365032, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 69460.37759591642}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 692.923013340027, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 6029.667447295404}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -59698.88390710065, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -258774.27927888604}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 13217.09142157319, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -66864.32629871997}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -24700.532964540762, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 80777.5999129992}",GB,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
50,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 23768.7095426851, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -41278.05157351802}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1703.0856899851497, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 12045.915185652899}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -497561.8902201466, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2092419.8421172649}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -326916.040065818, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1127279.1922730082}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -289218.7844689621, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2469798.0178086795}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
51,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 31921.41562621796, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 69252.10546609771}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1347.3679798264639, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 16114.006859394081}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -209411.07779715583, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -473385.0780149228}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -14626.100360004231, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -23164.70647675125}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -83087.6568663083, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 127350.13530235691}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
52,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34475.93100074626, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 86335.45463857403}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 4798.922734424748, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 21148.97345191553}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -102456.20218167966, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 202490.93366832426}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -53296.26945528854, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 194203.65543643804}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -16226.544364772737, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 189407.59416875406}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
53,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 39697.30859304537, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1748511.4323002899}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 15750.450960280694, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 9881.740570894093}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 476559.39768899465, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -14788678.050434116}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -71907.71485097567, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6400378.266212389}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -32707.787212661933, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -2186115.1616922216}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
54,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 33438.379395895, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 68047.62422983826}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 2916.104449054612, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 18720.9583537183}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -160635.03218478244, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -584285.5201885048}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 47305.684516337, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 160452.42583517474}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -67961.87504155631, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 259801.62769915338}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
55,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34488.70985761496, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 86519.9060662871}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 4788.997461240731, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 21406.112272050494}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -102373.17318612384, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 203640.68381815823}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -52695.7250614122, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 198194.28205889044}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -16270.945115693961, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 189680.69187756162}",GB,"{'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
56,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 67907.99244807799, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 164831.43410332772}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 25756.50187342459, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 67465.71576118046}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 1219522.2850791593, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 2964761.575256866}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 676195.428280478, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1716680.2003234338}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 395681.3104896002, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 951394.7154006237}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
57,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 54427.87867113415, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 156328.46863727475}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -547830.6500637741, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1.6116079756542034e+18}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -26669317.797965128, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6.111716290971315e+19}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -1991402.2323746535, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6393958350927990.0}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -991291.0098327338, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -332075035821738.2}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
58,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32992.80555346007, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 93721.89524630336}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2353.1480256665236, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 8432.79055704514}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -118373.5994815086, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -43457.83016179083}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -4069.6940611589234, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 672886.0263895526}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -76650.19787115662, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -232160.42950119753}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
59,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -97158.50955131848, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 152528.6584457508}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -42801.449697560056, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1.9391724056018703e+18}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2090162.945496093, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -1.044682946135208e+19}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -781261.9158230966, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -6714085863516168.0}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -53205.80525319511, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -419060194628086.9}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
60,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 32865.357144901034, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 93466.42244090412}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -2674.0831823538974, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 5318.380328135121}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -127945.0875043734, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -170148.22491933592}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -7612.653259102721, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 609520.3615352444}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -78531.71876582736, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -199869.3202081332}",GB,"{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
61,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 62496.037534319126, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 164831.43410558676}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 17119.285226527187, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 67465.71574237745}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 341024.7705500298, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 2964761.5752484095}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 329953.94832654414, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1716680.2003234087}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 111848.3563022759, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 951394.7154006267}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.1}",2017-07-01
62,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34240.8397284262, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 71369.83276861274}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 813.0213168043992, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 32361.1202362673}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 71789.8425795245, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1562883.016688495}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 320671.51298740576, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1366650.3267292525}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -75909.30013344088, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 143837.75107970263}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
63,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 36069.17549062948, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 88836.99561112023}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 598.6746502133392, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 19362.748859668034}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -82370.46099460032, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -278387.42599996366}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -87357.12748958915, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 196326.9380480128}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -67594.13690689369, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 41834.04516871751}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 100, 'random_state': 1234, 'subsample': 1.0}",2017-07-01
64,"['isr_neto_(mdp)_r', 'iva_neto_(mdp)_r', 'ing_trib_sin_gasol_neto_(mdp)_r', 'ieps_sin_gas_neto_(mdp)_r', 'importaciones_neto_(mdp)_r']",None,"{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 34511.61425902556, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 71117.00437932319}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 903.2597835828565, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 31194.010518374344}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 57345.36259884667, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1513354.6528578375}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 319695.84002446546, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 1377533.2793493413}","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -81946.4978145248, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): 144893.5879856242}",GB,"{'learning_rate': 0.5, 'max_depth': 10, 'n_estimators': 1000, 'random_state': 1234, 'subsample': 0.5}",2017-07-01
