,endog_vars,exog_vars,ing_trib_neto_(mdp)_r,model,params,split_date
53,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -74292.88543826714, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -590647.0835580905}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
54,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -23330.759648679756, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -570070.1150764218}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
55,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -30324.300842010416, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -506868.1374247959}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
56,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -67451.59990520077, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -564940.6615134296}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
57,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -83234.87390855374, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -636800.9993423875}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
58,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -34422.124983927235, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -649926.7280281875}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
59,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -10715.630028898362, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -463167.3335391944}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
60,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -74650.2221095385, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -609791.8933871007}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
61,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -50489.25998489652, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -459775.1504092524}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
62,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -8353.16317777289, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -487898.5659598615}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
63,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -46477.37258022418, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -665818.3167064032}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
64,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -112635.94563760748, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -707597.3360852436}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2016-07-01
65,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -74642.80481617898, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -584335.9454146316}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2016-07-01
66,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -15113.75712623028, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -600982.964872228}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2016-07-01
67,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2016-01-01 00:00:00', freq='AS-JAN'): -11373.768986365292, Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -468252.3737193318}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2016-07-01
68,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -112409.19181336835, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -327170.03378066747}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
69,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -91624.15796461515, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -438329.4519698289}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
70,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -80182.41601535352, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -453995.2284978847}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
71,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): 8619.693698559422, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -105636.94492738694}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
72,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -162211.1323231673, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -349261.83859527484}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
73,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -77135.92898733355, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -433967.50018567825}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
74,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -69635.6542769, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -329969.8792710691}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
75,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -27187.658851468004, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -254456.67106827954}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
76,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -164376.346141967, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -385265.97928800015}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
77,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -82582.07130802562, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -354855.4779851036}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
78,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -75468.33490436384, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -303544.6347511192}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
79,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -23409.375059176702, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -333018.12681300147}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
80,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -151009.66809308995, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -453301.51719926344}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2017-07-01
81,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -87881.74286014726, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -421375.2543922211}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2017-07-01
82,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -53232.49791997252, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -311070.24961260473}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2017-07-01
83,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2017-01-01 00:00:00', freq='AS-JAN'): -4562.373273561709, Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -151022.68711939128}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2017-07-01
84,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -129527.31532087689, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2157962.2585029327}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
85,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -104994.99944851501, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2088532.5276348433}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
86,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -58731.11187154846, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1886478.5495051267}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
87,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -48461.33424141072, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1876467.0444835355}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
88,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -83260.75052589597, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1962824.7433386426}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
89,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -100517.40128901647, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2139151.782297107}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
90,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -37078.156516053714, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1849692.1465040548}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
91,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -24543.156057092827, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1785428.7755874163}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (2, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
92,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -78984.15878320392, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1950492.465416776}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
93,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -61475.60484421952, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1980125.4796295804}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
94,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -47827.8443264598, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1907730.0771920928}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
95,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -28223.385067633353, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1818309.1810992681}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 2), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
96,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -122391.81999817258, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2109793.4675370213}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 0, 12)}",2018-07-01
97,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -106112.34192816308, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -2080215.2228194345}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (0, 0, 1, 12)}",2018-07-01
98,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -54319.41210696567, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1906764.7869588686}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 0, 12)}",2018-07-01
99,['ing_trib_neto_(mdp)_r'],"['igae_sa', 'inpc', 'tasa_cetes_91_mensual', 'tc_mensual', 'commodity_price_index', 'importaciones_r', 'indic_mens_consumo']","{Timestamp('2018-01-01 00:00:00', freq='AS-JAN'): -51435.690147461835, Timestamp('2019-01-01 00:00:00', freq='AS-JAN'): -1897466.5861112406}",SARIMA,"{'enforce_invertibility': False, 'enforce_stationarity': False, 'order': (3, 0, 3), 'seasonal_order': (1, 0, 1, 12)}",2018-07-01
